Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spend,Total_Purchases,Age,Age_Category,Days_with_Company
PhD,Single,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,263,9,52,46-60,4121
Graduation,Divorced,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,535,16,73,61-75,4031
Graduation,Single,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,1295,17,57,46-60,4233
Graduation,Divorced,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,1150,26,47,46-60,4289
PhD,Together,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,1240,26,48,46-60,4635
PhD,Single,40637.0,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,38,4,60,61-75,4378
Master,Single,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,35,3,41,31-45,4627
Graduation,Together,29604.0,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,53,4,37,31-45,4234
Master,Divorced,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,293,11,62,61-75,4443
Graduation,Married,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,65,5,59,46-60,4052
Graduation,Divorced,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,1804,24,71,61-75,4688
Graduation,Together,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,241,10,69,61-75,4486
Graduation,Together,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,1101,19,71,61-75,4134
PhD,Married,44377.0,1,1,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,264,11,57,46-60,4663
Master,Together,46014.0,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,541,16,51,46-60,4555
Graduation,Married,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,1198,16,40,31-45,4452
Graduation,Married,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,482,14,48,46-60,4120
2n Cycle,Single,52195.0,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,17,3,47,46-60,4079
Master,Married,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,1615,24,77,76+,4257
Master,Widow,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,285,10,71,61-75,4333
Graduation,Together,69508.0,1,0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,1135,26,45,46-60,4623
2n Cycle,Together,45204.0,1,0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,114,6,37,31-45,4110
Graduation,Married,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,1047,15,56,46-60,4258
PhD,Together,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,714,20,55,46-60,4107
PhD,Married,30732.0,1,0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,185,9,45,46-60,4571
Graduation,Divorced,63887.0,0,1,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,1245,27,63,61-75,4690
Graduation,Together,42011.0,1,0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,189,8,47,46-60,4491
Graduation,Together,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,576,14,49,46-60,4643
Graduation,Divorced,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,1103,15,73,61-75,4598
PhD,Married,79930.0,0,0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,1753,16,53,46-60,4721
PhD,Together,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,17,3,39,31-45,4164
Graduation,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,433,14,59,46-60,4497
2n Cycle,Divorced,81975.0,0,1,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,1588,13,63,61-75,4571
Graduation,Together,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,22,3,54,46-60,4441
Graduation,Single,15033.0,0,0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,19,4,74,61-75,4105
PhD,Married,62745.0,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,1117,26,60,61-75,4494
2n Cycle,Married,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,69,6,50,46-60,4233
Master,Together,23661.0,1,0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,23,4,43,31-45,4238
PhD,Single,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,605,18,67,61-75,4299
Graduation,Single,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,57,7,52,46-60,4216
2n Cycle,Single,60182.0,0,1,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,22,3,132,76+,4074
Graduation,Widow,73455.0,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,2088,21,57,46-60,4275
Graduation,Together,64961.0,0,1,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,1009,14,67,61-75,4584
Graduation,Single,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,26,4,54,46-60,4364
Graduation,Married,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,1627,21,35,31-45,4244
Graduation,Married,61074.0,0,1,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,1102,24,67,61-75,4712
PhD,Married,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,17,4,61,61-75,4055
Graduation,Married,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,1690,14,53,46-60,4436
Graduation,Married,75027.0,0,1,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,1390,19,72,61-75,4567
PhD,Married,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2126,19,37,31-45,4698
Master,Together,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,1531,21,56,46-60,4639
Master,Single,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,64,5,50,46-60,4317
Graduation,Single,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,26,4,40,31-45,4276
Graduation,Divorced,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,1112,28,51,46-60,4481
2n Cycle,Together,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,210,9,67,61-75,4676
Graduation,Together,75702.0,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,1148,21,58,46-60,4700
PhD,Single,30899.0,1,0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,33,4,51,46-60,4655
PhD,Together,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,1101,16,64,61-75,4652
Graduation,Single,45989.0,0,1,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,322,12,61,61-75,4646
Graduation,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,44,6,61,61-75,4421
PhD,Single,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,17,3,68,61-75,4234
Graduation,Divorced,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,31,4,46,46-60,4658
PhD,Divorced,69674.0,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,845,22,57,46-60,4434
Master,Married,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,275,11,55,46-60,4043
PhD,Married,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,25,3,47,46-60,4614
Master,Together,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,275,11,73,61-75,4542
Master,Married,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,90,7,59,46-60,4503
Graduation,Married,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,1495,18,62,61-75,4034
PhD,Married,38097.0,1,1,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,184,7,55,46-60,4653
Graduation,Married,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,981,12,55,46-60,4406
Graduation,Together,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,67,6,55,46-60,4299
Graduation,Single,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,1635,12,72,61-75,4676
Master,Single,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,60,7,42,31-45,4132
PhD,Together,61905.0,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,231,10,50,46-60,4176
Graduation,Married,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,48,6,65,61-75,4115
Graduation,Divorced,33378.0,1,1,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,99,6,62,61-75,4539
PhD,Together,66313.0,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,770,21,62,61-75,4317
Graduation,Single,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,957,21,69,61-75,4559
Master,Together,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,818,11,44,31-45,4091
PhD,Single,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,925,16,39,31-45,4484
Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,908,21,57,46-60,4465
Basic,Married,24480.0,1,0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,102,7,44,31-45,4534
Graduation,Together,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,576,14,49,46-60,4643
Graduation,Together,37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,317,11,79,76+,4698
PhD,Together,65640.0,0,1,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,461,14,51,46-60,4151
Master,Married,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,37,5,50,46-60,4104
Graduation,Married,30631.0,1,0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,70,6,51,46-60,4383
Graduation,Together,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,930,22,73,61-75,4547
Master,Together,50898.0,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,859,20,69,61-75,4568
Graduation,Widow,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,1478,21,59,46-60,4079
Master,Divorced,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,390,13,76,76+,4412
2n Cycle,Together,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,52,4,41,31-45,4391
Graduation,Together,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,137,7,56,46-60,4215
Graduation,Married,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,1919,18,45,46-60,4637
Graduation,Together,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,68,6,54,46-60,4196
Graduation,Together,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,25,3,60,61-75,4505
Master,Together,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,1374,20,73,61-75,4706
2n Cycle,Divorced,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,32,4,37,31-45,4510
Master,Together,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,100,6,39,31-45,4563
Graduation,Single,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,825,11,43,31-45,4564
PhD,Divorced,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,916,23,60,61-75,4135
Graduation,Divorced,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,62,7,67,61-75,4105
2n Cycle,Together,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,728,20,69,61-75,4291
PhD,Married,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,90,6,47,46-60,4151
Graduation,Single,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,273,10,37,31-45,4108
Graduation,Together,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,66,7,41,31-45,4215
Master,Married,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,1213,22,64,61-75,4489
Graduation,Widow,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,107,6,59,46-60,4680
Graduation,Single,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,1157,17,78,76+,4147
Master,Married,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,546,17,61,61-75,4323
Master,Together,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,241,10,33,31-45,4459
Graduation,Divorced,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,53,7,49,46-60,4193
Graduation,Married,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,37,5,58,46-60,4275
Graduation,Married,52247.25135379061,0,0,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,1611,23,36,31-45,4422
Master,Single,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,1508,22,49,46-60,4539
Graduation,Married,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,235,10,59,46-60,4225
Master,Together,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,32,5,69,61-75,4141
Graduation,Married,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,102,6,53,46-60,4366
Graduation,Single,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,401,13,40,31-45,4715
Graduation,Married,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,28,4,74,61-75,4379
Graduation,Single,52247.25135379061,1,2,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,1052,15,55,46-60,4341
Graduation,Married,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,680,18,54,46-60,4559
Graduation,Married,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,30,3,51,46-60,4394
PhD,Divorced,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,20,3,60,61-75,4171
PhD,Divorced,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,1307,18,64,61-75,4538
Graduation,Single,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,630,18,72,61-75,4565
Graduation,Married,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,1283,17,68,61-75,4390
PhD,Divorced,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,65,6,49,46-60,4393
Graduation,Married,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,37,4,41,31-45,4265
PhD,Married,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,38,4,75,76+,4447
PhD,Single,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,160,8,39,31-45,4532
Graduation,Single,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,23,3,42,31-45,4470
PhD,Single,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,71,5,36,31-45,4322
PhD,Married,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,1161,17,69,61-75,4483
Master,Married,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,59,4,54,46-60,4566
Graduation,Together,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,33,5,42,31-45,4395
Graduation,Divorced,62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,946,21,65,61-75,4686
Graduation,Divorced,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,1442,21,57,46-60,4601
Graduation,Married,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,62,4,53,46-60,4625
Graduation,Together,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,1674,21,60,61-75,4514
PhD,Together,83532.0,0,0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0,1853,14,126,76+,4307
Graduation,Single,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,1538,20,37,31-45,4719
Graduation,Divorced,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,139,7,39,31-45,4235
PhD,Married,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,1182,17,56,46-60,4614
PhD,Together,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,507,16,75,76+,4412
Basic,Together,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,18,3,52,46-60,4349
Graduation,Divorced,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,940,15,73,61-75,4262
Graduation,Married,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,42,4,60,61-75,4402
Graduation,Divorced,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,1190,14,55,46-60,4044
Graduation,Widow,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,44,5,54,46-60,4582
Master,Married,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,16,3,49,46-60,4208
Graduation,Married,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,835,22,68,61-75,4225
Graduation,Married,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1443,20,39,31-45,4566
PhD,Single,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,1029,15,59,46-60,4275
Graduation,Married,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,1188,17,51,46-60,4641
PhD,Single,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,1277,19,49,46-60,4585
Graduation,Single,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,49,5,47,46-60,4243
Graduation,Married,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,99,6,70,61-75,4445
PhD,Married,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,1670,14,56,46-60,4595
Master,Married,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,900,13,82,76+,4344
PhD,Together,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,425,14,77,76+,4295
Graduation,Married,78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,2153,21,68,61-75,4670
PhD,Widow,62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,636,18,56,46-60,4130
Graduation,Married,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,57,7,47,46-60,4156
PhD,Married,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,25,3,47,46-60,4614
Graduation,Married,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,494,15,58,46-60,4579
Graduation,Single,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,693,17,56,46-60,4708
Graduation,Married,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,1348,25,65,61-75,4439
Graduation,Divorced,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,51,5,49,46-60,4501
Graduation,Together,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,1932,15,63,61-75,4620
PhD,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,990,14,50,46-60,4606
2n Cycle,Married,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,30,4,41,31-45,4099
Graduation,Married,48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,254,10,50,46-60,4640
Master,Single,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,29,4,55,46-60,4335
Graduation,Single,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,1371,19,59,46-60,4626
PhD,Single,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,73,6,53,46-60,4403
Master,Single,46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,120,7,50,46-60,4711
Graduation,Single,22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,81,4,55,46-60,4499
Graduation,Single,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,37,4,36,31-45,4577
PhD,Together,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,1377,18,64,61-75,4301
Graduation,Single,30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,51,4,56,46-60,4411
PhD,Married,33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,17,3,56,46-60,4568
Graduation,Married,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,22,3,40,31-45,4258
Graduation,Widow,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,324,11,71,61-75,4595
2n Cycle,Married,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,211,9,52,46-60,4707
Master,Single,36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,19,3,44,31-45,4122
Graduation,Single,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,41,5,54,46-60,4441
Master,Together,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,492,14,57,46-60,4287
Graduation,Together,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1005,22,65,61-75,4663
Graduation,Together,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,114,6,76,76+,4699
PhD,Divorced,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,1173,16,57,46-60,4448
Graduation,Together,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,1738,19,46,46-60,4208
Master,Together,62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,222,10,46,46-60,4233
Graduation,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,1127,15,32,31-45,4087
PhD,Married,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,209,9,79,76+,4468
Master,Married,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,787,20,57,46-60,4155
PhD,Together,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,1598,23,34,31-45,4297
Graduation,Married,43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,186,8,54,46-60,4683
Graduation,Together,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,47,4,41,31-45,4698
Graduation,Single,23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,27,4,38,31-45,4583
2n Cycle,Together,14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,96,7,45,46-60,4628
2n Cycle,Divorced,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,64,6,69,61-75,4494
